locus_tag	ftype	gene	EC_number	product
GCA_001683595_01162	CDS	ascD	1.17.1.-	CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
GCA_001683595_01163	CDS	rfaP_1	2.7.1.-	Lipopolysaccharide core heptose(I) kinase RfaP
GCA_001683595_01164	CDS	glpQ	3.1.4.46	Glycerophosphodiester phosphodiesterase, periplasmic
GCA_001683595_01165	CDS	glpT		Glycerol-3-phosphate transporter
GCA_001683595_01166	CDS	glpA	1.1.5.3	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
GCA_001683595_01167	CDS	glpB	1.1.5.3	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
GCA_001683595_01168	CDS	glpC		Anaerobic glycerol-3-phosphate dehydrogenase subunit C
GCA_001683595_01169	CDS			hypothetical protein
GCA_001683595_01170	CDS			hypothetical protein
GCA_001683595_01171	CDS	rhmA	4.1.2.53	2-keto-3-deoxy-L-rhamnonate aldolase
GCA_001683595_01172	CDS	rhmT		Inner membrane transport protein RhmT
GCA_001683595_01173	CDS	rhmD	4.2.1.90	L-rhamnonate dehydratase
GCA_001683595_01174	CDS	rhmR		putative HTH-type transcriptional regulator RhmR
GCA_001683595_01175	CDS	pncC_1	3.5.1.42	Nicotinamide-nucleotide amidohydrolase PncC
GCA_001683595_01176	CDS			hypothetical protein
GCA_001683595_01177	CDS	nudI	3.6.1.9	Nucleoside triphosphatase NudI
GCA_001683595_01178	CDS	ais	3.1.3.-	Lipopolysaccharide core heptose(II)-phosphate phosphatase
GCA_001683595_01179	CDS	arnB	2.6.1.87	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
GCA_001683595_01180	CDS	arnC	2.4.2.53	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
GCA_001683595_01181	CDS	arnA		Bifunctional polymyxin resistance protein ArnA
GCA_001683595_01182	CDS	arnD	3.5.1.-	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
GCA_001683595_01183	CDS	arnT	2.4.2.43	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
GCA_001683595_01184	CDS	arnE		putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
GCA_001683595_01185	CDS	arnF		putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
GCA_001683595_01186	CDS	pmrD		Signal transduction protein PmrD
GCA_001683595_01187	CDS	menE	6.2.1.26	2-succinylbenzoate--CoA ligase
GCA_001683595_01188	CDS	menC	4.2.1.113	o-succinylbenzoate synthase
GCA_001683595_01189	CDS	menB	4.1.3.36	1,4-dihydroxy-2-naphthoyl-CoA synthase
GCA_001683595_01190	CDS	menH	4.2.99.20	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
GCA_001683595_01191	CDS	menD	2.2.1.9	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
GCA_001683595_01192	CDS	menF	5.4.4.2	Isochorismate synthase MenF
GCA_001683595_01193	CDS			hypothetical protein
GCA_001683595_01194	CDS		2.3.1.-	Acetyltransferase
GCA_001683595_01195	CDS	rbn	3.1.-.-	Ribonuclease BN
GCA_001683595_01196	CDS			hypothetical protein
GCA_001683595_01197	CDS		3.4.11.10	Bacterial leucyl aminopeptidase
GCA_001683595_01198	CDS			hypothetical protein
GCA_001683595_01199	CDS	nuoN	1.6.5.11	NADH-quinone oxidoreductase subunit N
GCA_001683595_01200	CDS	nuoM	1.6.5.11	NADH-quinone oxidoreductase subunit M
GCA_001683595_01201	CDS	nuoL	1.6.5.11	NADH-quinone oxidoreductase subunit L
GCA_001683595_01202	CDS	nuoK	1.6.5.11	NADH-quinone oxidoreductase subunit K
GCA_001683595_01203	CDS	nuoJ	1.6.5.11	NADH-quinone oxidoreductase subunit J
GCA_001683595_01204	CDS	nuoI	1.6.5.11	NADH-quinone oxidoreductase subunit I
GCA_001683595_01205	CDS	nuoH	1.6.5.11	NADH-quinone oxidoreductase subunit H
GCA_001683595_01206	CDS	nuoG	1.6.5.11	NADH-quinone oxidoreductase subunit G
GCA_001683595_01207	CDS	nuoF	1.6.5.11	NADH-quinone oxidoreductase subunit F
GCA_001683595_01208	CDS	nuoE	1.6.5.11	NADH-quinone oxidoreductase subunit E
GCA_001683595_01209	CDS	nuoC	1.6.5.11	NADH-quinone oxidoreductase subunit C/D
GCA_001683595_01210	CDS	nuoB	1.6.5.11	NADH-quinone oxidoreductase subunit B
GCA_001683595_01211	CDS	ndhC	1.6.5.-	NAD(P)H-quinone oxidoreductase subunit 3
GCA_001683595_01212	CDS			hypothetical protein
GCA_001683595_01213	CDS	gltC_3		HTH-type transcriptional regulator GltC
GCA_001683595_01214	CDS	alaA	2.6.1.2	Glutamate-pyruvate aminotransferase AlaA
GCA_001683595_01215	CDS	yfbR	3.1.3.89	5'-deoxynucleotidase YfbR
GCA_001683595_01216	CDS	sdcS		Sodium-dependent dicarboxylate transporter SdcS
GCA_001683595_01217	CDS	yfbT	3.1.3.23	Sugar phosphatase YfbT
GCA_001683595_01218	CDS			hypothetical protein
GCA_001683595_01219	CDS			hypothetical protein
GCA_001683595_01220	CDS	ackA	2.7.2.1	Acetate kinase
GCA_001683595_01221	CDS	pta	2.3.1.8	Phosphate acetyltransferase
GCA_001683595_01222	CDS			hypothetical protein
GCA_001683595_01223	CDS	yfcD	3.6.-.-	putative Nudix hydrolase YfcD
GCA_001683595_01224	CDS	yfcE	3.1.4.-	Phosphodiesterase YfcE
GCA_001683595_01225	CDS	yfcF	2.5.1.18	Glutathione S-transferase YfcF
GCA_001683595_01226	CDS	yfcG	1.8.4.-	Disulfide-bond oxidoreductase YfcG
GCA_001683595_01227	CDS	folX	5.1.99.-	Dihydroneopterin triphosphate 2'-epimerase
GCA_001683595_01228	CDS			Epimerase family protein
GCA_001683595_01229	CDS			hypothetical protein
GCA_001683595_01230	CDS	hisP		Histidine transport ATP-binding protein HisP
GCA_001683595_01231	CDS	hisM		Histidine transport system permease protein HisM
GCA_001683595_01232	CDS	hisQ		Histidine transport system permease protein HisQ
GCA_001683595_01233	CDS	hisJ		Histidine-binding periplasmic protein
GCA_001683595_01234	CDS	argT		Lysine/arginine/ornithine-binding periplasmic protein
GCA_001683595_01235	CDS	ubiX	2.5.1.129	Flavin prenyltransferase UbiX
GCA_001683595_01236	CDS	purF	2.4.2.14	Amidophosphoribosyltransferase
GCA_001683595_01237	CDS	cvpA		Colicin V production protein
GCA_001683595_01238	CDS	dedD		Cell division protein DedD
GCA_001683595_01239	CDS	folC	6.3.2.12	Dihydrofolate synthase/folylpolyglutamate synthase
GCA_001683595_01240	CDS	accD	6.4.1.2	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
GCA_001683595_01241	CDS			putative membrane protein
GCA_001683595_01242	CDS	truA	5.4.99.12	tRNA pseudouridine synthase A
GCA_001683595_01243	CDS	usg		USG-1 protein
GCA_001683595_01244	CDS	pdxB	1.1.1.290	Erythronate-4-phosphate dehydrogenase
GCA_001683595_01245	CDS	flk		Flagellar regulator flk
GCA_001683595_01246	CDS	mdtH_1		Multidrug resistance protein MdtH
GCA_001683595_01247	CDS	fabB	2.3.1.41	3-oxoacyl-[acyl-carrier-protein] synthase 1
GCA_001683595_01248	CDS	mnmC		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
GCA_001683595_01249	CDS			hypothetical protein
GCA_001683595_01250	CDS	epmC	1.14.-.-	Elongation factor P hydroxylase
GCA_001683595_01251	CDS			hypothetical protein
GCA_001683595_01252	CDS	mepA_2	3.4.24.-	Penicillin-insensitive murein endopeptidase
GCA_001683595_01253	CDS	aroC	4.2.3.5	Chorismate synthase
GCA_001683595_01254	CDS	prmB	2.1.1.298	50S ribosomal protein L3 glutamine methyltransferase
GCA_001683595_01255	CDS	mutS2	3.1.-.-	Endonuclease MutS2
GCA_001683595_01256	CDS			hypothetical protein
GCA_001683595_01257	CDS	yfcP		putative fimbrial-like protein YfcP
GCA_001683595_01258	CDS	yfcQ		putative fimbrial-like protein YfcQ
GCA_001683595_01259	CDS	yfcR		putative fimbrial-like protein YfcR
GCA_001683595_01260	CDS	yfcS_1		putative fimbrial chaperone YfcS
GCA_001683595_01261	CDS	papC_1		Outer membrane usher protein PapC
GCA_001683595_01262	CDS	yfcV		putative fimbrial-like protein YfcV
GCA_001683595_01263	CDS	sixA	3.1.3.-	Phosphohistidine phosphatase SixA
GCA_001683595_01264	CDS	fadJ		Fatty acid oxidation complex subunit alpha
GCA_001683595_01265	CDS	fadI	2.3.1.16	3-ketoacyl-CoA thiolase
GCA_001683595_01266	CDS			hypothetical protein
GCA_001683595_01267	CDS	fadL		Long-chain fatty acid transport protein
GCA_001683595_01268	CDS	mlaA		putative phospholipid-binding lipoprotein MlaA
GCA_001683595_01269	CDS	yfdC		Inner membrane protein YfdC
GCA_001683595_01270	tRNA			tRNA-Arg(cct)
GCA_001683595_01271	CDS	perR		HTH-type transcriptional regulator PerR
GCA_001683595_01272	CDS	dsdX		DsdX permease
GCA_001683595_01273	CDS	dsdA	4.3.1.18	D-serine dehydratase
GCA_001683595_01274	CDS	emrY		putative multidrug resistance protein EmrY
GCA_001683595_01275	CDS	emrK_1		putative multidrug resistance protein EmrK
GCA_001683595_01276	CDS	evgA		DNA-binding transcriptional activator EvgA
GCA_001683595_01277	CDS	evgS	2.7.13.3	Sensor protein EvgS
GCA_001683595_01278	CDS	yfdE	2.8.3.19	Acetyl-CoA:oxalate CoA-transferase
GCA_001683595_01279	CDS			hypothetical protein
GCA_001683595_01280	CDS	oxc	4.1.1.8	Oxalyl-CoA decarboxylase
GCA_001683595_01281	CDS	frc	2.8.3.16	Formyl-CoA:oxalate CoA-transferase
GCA_001683595_01282	CDS			hypothetical protein
GCA_001683595_01283	CDS			hypothetical protein
GCA_001683595_01284	CDS			hypothetical protein
GCA_001683595_01285	CDS	lpxP	2.3.1.242	Lipid A biosynthesis palmitoleoyltransferase
GCA_001683595_01286	CDS	alaC	2.6.1.2	Glutamate-pyruvate aminotransferase AlaC
GCA_001683595_01287	CDS	ypdA	2.7.13.3	Sensor histidine kinase YpdA
GCA_001683595_01288	CDS	ypdB		Transcriptional regulatory protein YpdB
GCA_001683595_01289	CDS	rhaR_1		HTH-type transcriptional activator RhaR
GCA_001683595_01290	CDS	ptsI_1	2.7.3.9	Phosphoenolpyruvate-protein phosphotransferase
GCA_001683595_01291	CDS	ypdE	3.4.11.-	Aminopeptidase YpdE
GCA_001683595_01292	CDS	ypdF	3.4.11.-	Aminopeptidase YpdF
GCA_001683595_01293	CDS	fryC		Fructose-like permease IIC component 1
GCA_001683595_01294	CDS	fryB_1	2.7.1.202	PTS system fructose-like EIIB component 1
GCA_001683595_01295	CDS	glk	2.7.1.2	Glucokinase
GCA_001683595_01296	CDS	yfeO		Putative ion-transport protein YfeO
GCA_001683595_01297	CDS			hypothetical protein
GCA_001683595_01298	CDS	mntH		Divalent metal cation transporter MntH
GCA_001683595_01299	CDS	nupC		Nucleoside permease NupC
GCA_001683595_01300	CDS	yfgF_1	3.1.4.52	Cyclic di-GMP phosphodiesterase YfgF
GCA_001683595_01301	tRNA			tRNA-Ala(ggc)
GCA_001683595_01302	tRNA			tRNA-Ala(ggc)
GCA_001683595_01303	CDS			hypothetical protein
GCA_001683595_01304	CDS			hypothetical protein
GCA_001683595_01305	CDS	gltX	6.1.1.17	Glutamate--tRNA ligase
GCA_001683595_01306	tRNA			tRNA-Val(tac)
GCA_001683595_01307	tRNA			tRNA-Val(tac)
GCA_001683595_01308	tRNA			tRNA-Val(tac)
GCA_001683595_01309	tRNA			tRNA-Lys(ttt)
GCA_001683595_01310	CDS	hcaR_2		Hca operon transcriptional activator HcaR
GCA_001683595_01311	CDS	xapB		Xanthosine permease
GCA_001683595_01312	CDS	xapA	2.4.2.1	Purine nucleoside phosphorylase 2
GCA_001683595_01313	CDS			hypothetical protein
GCA_001683595_01314	CDS	cynR_1		HTH-type transcriptional regulator CynR
GCA_001683595_01315	CDS			hypothetical protein
GCA_001683595_01316	CDS			hypothetical protein
GCA_001683595_01317	CDS	ligA	6.5.1.2	DNA ligase
GCA_001683595_01318	CDS	zipA		Cell division protein ZipA
GCA_001683595_01319	CDS	cysZ		Sulfate transporter CysZ
GCA_001683595_01320	CDS	cysK	2.5.1.47	Cysteine synthase A
GCA_001683595_01321	CDS	ptsH_1	2.7.11.-	Phosphocarrier protein HPr
GCA_001683595_01322	CDS	ptsI_2	2.7.3.9	Phosphoenolpyruvate-protein phosphotransferase
GCA_001683595_01323	CDS	crr	2.7.1.199	PTS system glucose-specific EIIA component
GCA_001683595_01324	CDS	pdxK	2.7.1.35	Pyridoxine/pyridoxal/pyridoxamine kinase
GCA_001683595_01325	CDS			hypothetical protein
GCA_001683595_01326	CDS	cysM	2.5.1.47	Cysteine synthase B
GCA_001683595_01327	CDS	cysA_1	3.6.3.25	Sulfate/thiosulfate import ATP-binding protein CysA
GCA_001683595_01328	CDS	cysW_1		Sulfate transport system permease protein CysW
GCA_001683595_01329	CDS	cysT		Sulfate transport system permease protein CysT
GCA_001683595_01330	CDS	cysP		Thiosulfate-binding protein
GCA_001683595_01331	CDS	fabG2	1.-.-.-	putative oxidoreductase
GCA_001683595_01332	CDS	murQ	4.2.1.126	N-acetylmuramic acid 6-phosphate etherase
GCA_001683595_01333	CDS	murP		PTS system N-acetylmuramic acid-specific EIIBC component
GCA_001683595_01334	CDS	yfeX	1.11.1.-	putative deferrochelatase/peroxidase YfeX
GCA_001683595_01335	CDS			hypothetical protein
GCA_001683595_01336	CDS	yfeZ		Inner membrane protein YfeZ
GCA_001683595_01337	CDS	ypeA	2.3.1.-	Acetyltransferase YpeA
GCA_001683595_01338	CDS	amiA	3.5.1.28	N-acetylmuramoyl-L-alanine amidase AmiA
GCA_001683595_01339	CDS	hemF	1.3.3.3	Oxygen-dependent coproporphyrinogen-III oxidase
GCA_001683595_01340	CDS	rhaS_2		HTH-type transcriptional activator RhaS
GCA_001683595_01341	CDS	eutK		Ethanolamine utilization protein EutK
GCA_001683595_01342	CDS	eutL		Ethanolamine utilization protein EutL
GCA_001683595_01343	CDS	eutC	4.3.1.7	Ethanolamine ammonia-lyase light chain
GCA_001683595_01344	CDS	eutB	4.3.1.7	Ethanolamine ammonia-lyase heavy chain
GCA_001683595_01345	CDS			hypothetical protein
GCA_001683595_01346	CDS			hypothetical protein
GCA_001683595_01347	CDS	mdh_1	1.1.1.244	NAD-dependent methanol dehydrogenase
GCA_001683595_01348	CDS	ftsA_1		Cell division protein FtsA
GCA_001683595_01349	CDS	adhE_3		Aldehyde-alcohol dehydrogenase
GCA_001683595_01350	CDS	eutN		Ethanolamine utilization protein EutN
GCA_001683595_01351	CDS	eutM		Ethanolamine utilization protein EutM
GCA_001683595_01352	CDS	eutD		Ethanolamine utilization protein EutD
GCA_001683595_01353	CDS			hypothetical protein
GCA_001683595_01354	CDS	eutQ		Ethanolamine utilization protein EutQ
GCA_001683595_01355	CDS	pduV_2		Propanediol utilization protein PduV
GCA_001683595_01356	CDS	eutS		Ethanolamine utilization protein EutS
GCA_001683595_01357	CDS	maeB	1.1.1.40	NADP-dependent malic enzyme
GCA_001683595_01358	CDS	tal	2.2.1.2	Transaldolase
GCA_001683595_01359	CDS	tktB	2.2.1.1	Transketolase 2
GCA_001683595_01360	CDS			hypothetical protein
GCA_001683595_01361	CDS	nudK	3.6.1.-	GDP-mannose pyrophosphatase NudK
GCA_001683595_01362	CDS	gltD_1	1.4.1.13	Glutamate synthase [NADPH] small chain
GCA_001683595_01363	CDS	narX_1	2.7.13.3	Nitrate/nitrite sensor protein NarX
GCA_001683595_01364	CDS	acrB_1		Multidrug efflux pump subunit AcrB
GCA_001683595_01365	CDS	spxA		Regulatory protein Spx
GCA_001683595_01366	CDS	dapE	3.5.1.18	Succinyl-diaminopimelate desuccinylase
GCA_001683595_01367	CDS			hypothetical protein
GCA_001683595_01368	CDS			hypothetical protein
GCA_001683595_01369	CDS	tmcA	2.3.1.193	tRNA(Met) cytidine acetyltransferase TmcA
GCA_001683595_01370	CDS			hypothetical protein
GCA_001683595_01371	CDS	purC	6.3.2.6	Phosphoribosylaminoimidazole-succinocarboxamide synthase
GCA_001683595_01372	CDS			hypothetical protein
GCA_001683595_01373	CDS	bamC		Outer membrane protein assembly factor BamC
GCA_001683595_01374	CDS	dapA_1	4.3.3.7	4-hydroxy-tetrahydrodipicolinate synthase
GCA_001683595_01375	CDS	gcvR		Glycine cleavage system transcriptional repressor
GCA_001683595_01376	CDS	bcp	1.11.1.15	Putative peroxiredoxin bcp
GCA_001683595_01377	CDS			hypothetical protein
GCA_001683595_01378	CDS	bepA_2	3.4.-.-	Beta-barrel assembly-enhancing protease
GCA_001683595_01379	CDS	arsC_1	1.20.4.1	Arsenate reductase
GCA_001683595_01380	CDS	hda		DnaA regulatory inactivator Hda
GCA_001683595_01381	CDS	uraA		Uracil permease
GCA_001683595_01382	CDS	upp	2.4.2.9	Uracil phosphoribosyltransferase
GCA_001683595_01383	CDS	purM	6.3.3.1	Phosphoribosylformylglycinamidine cyclo-ligase
GCA_001683595_01384	CDS	purN	2.1.2.2	Phosphoribosylglycinamide formyltransferase
GCA_001683595_01385	CDS	ppk	2.7.4.1	Polyphosphate kinase
GCA_001683595_01386	CDS	ppx	3.6.1.11	Exopolyphosphatase
GCA_001683595_01387	CDS	yfgF_2	3.1.4.52	Cyclic di-GMP phosphodiesterase YfgF
GCA_001683595_01388	CDS			hypothetical protein
GCA_001683595_01389	CDS			hypothetical protein
GCA_001683595_01390	CDS			hypothetical protein
GCA_001683595_01391	CDS			hypothetical protein
GCA_001683595_01392	CDS	guaA	6.3.5.2	GMP synthase [glutamine-hydrolyzing]
GCA_001683595_01393	CDS	guaB	1.1.1.205	Inosine-5'-monophosphate dehydrogenase
GCA_001683595_01394	CDS	xseA	3.1.11.6	Exodeoxyribonuclease 7 large subunit
GCA_001683595_01395	CDS			hypothetical protein
GCA_001683595_01396	CDS			hypothetical protein
GCA_001683595_01397	CDS			Invasin
GCA_001683595_01398	CDS			hypothetical protein
GCA_001683595_01399	CDS	der		GTPase Der
GCA_001683595_01400	CDS	bamB		Outer membrane protein assembly factor BamB
GCA_001683595_01401	CDS			hypothetical protein
GCA_001683595_01402	CDS	hisS	6.1.1.21	Histidine--tRNA ligase
GCA_001683595_01403	CDS	ispG	1.17.7.3	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
GCA_001683595_01404	CDS	rodZ		Cytoskeleton protein RodZ
GCA_001683595_01405	CDS	rlmN	2.1.1.192	Dual-specificity RNA methyltransferase RlmN
GCA_001683595_01406	CDS	ndk	2.7.4.6	Nucleoside diphosphate kinase
GCA_001683595_01407	CDS	pbpC		Penicillin-binding protein 1C
GCA_001683595_01408	CDS	yfhM		putative lipoprotein YfhM
GCA_001683595_01409	CDS	sseA	2.8.1.2	3-mercaptopyruvate sulfurtransferase
GCA_001683595_01410	CDS			hypothetical protein
GCA_001683595_01411	CDS	pepB	3.4.11.23	Peptidase B
GCA_001683595_01412	CDS			hypothetical protein
GCA_001683595_01413	CDS	fdx		2Fe-2S ferredoxin
GCA_001683595_01414	CDS	hscA		Chaperone protein HscA
GCA_001683595_01415	CDS	hscB		Co-chaperone protein HscB
GCA_001683595_01416	CDS	iscA_2		Iron-binding protein IscA
GCA_001683595_01417	CDS	iscU		Iron-sulfur cluster assembly scaffold protein IscU
GCA_001683595_01418	CDS	iscS	2.8.1.7	Cysteine desulfurase IscS
GCA_001683595_01419	CDS	iscR		HTH-type transcriptional regulator IscR
GCA_001683595_01420	CDS	trmJ	2.1.1.200	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
GCA_001683595_01421	CDS	suhB	3.1.3.25	Inositol-1-monophosphatase
GCA_001683595_01422	CDS			hypothetical protein
GCA_001683595_01423	CDS	manR_1		Transcriptional regulator ManR
GCA_001683595_01424	CDS	hcaT		putative 3-phenylpropionic acid transporter
GCA_001683595_01425	CDS	yphA		Inner membrane protein YphA
GCA_001683595_01426	CDS			hypothetical protein
GCA_001683595_01427	CDS	gutB_2	1.1.1.14	Sorbitol dehydrogenase
GCA_001683595_01428	CDS	rbsC_2		Ribose import permease protein RbsC
GCA_001683595_01429	CDS	mglA_2	3.6.3.17	Galactose/methyl galactoside import ATP-binding protein MglA
GCA_001683595_01430	CDS	yphF		ABC transporter periplasmic-binding protein YphF
GCA_001683595_01431	CDS	lapB_1		Lipopolysaccharide assembly protein B
GCA_001683595_01432	CDS	nanK_1	2.7.1.60	N-acetylmannosamine kinase
GCA_001683595_01433	CDS	glyA	2.1.2.1	Serine hydroxymethyltransferase
GCA_001683595_01434	CDS	hmp	1.14.12.17	Flavohemoprotein
GCA_001683595_01435	CDS	glnB		Nitrogen regulatory protein P-II 1
GCA_001683595_01436	CDS	glrR_1		Transcriptional regulatory protein GlrR
GCA_001683595_01437	CDS	qseG		Quorum-sensing regulator protein G
GCA_001683595_01438	CDS	qseE	2.7.13.3	Sensor histidine kinase QseE
GCA_001683595_01439	CDS	purL	6.3.5.3	Phosphoribosylformylglycinamidine synthase
GCA_001683595_01440	CDS	mltF	4.2.2.-	Membrane-bound lytic murein transglycosylase F
GCA_001683595_01441	CDS	tadA	3.5.4.33	tRNA-specific adenosine deaminase
GCA_001683595_01442	CDS	pgpC	3.1.3.27	Phosphatidylglycerophosphatase C
GCA_001683595_01443	CDS	murR		HTH-type transcriptional regulator MurR
GCA_001683595_01444	CDS	yfhL		putative ferredoxin-like protein YfhL
GCA_001683595_01445	CDS	acpS	2.7.8.7	Holo-[acyl-carrier-protein] synthase
GCA_001683595_01446	CDS	pdxJ	2.6.99.2	Pyridoxine 5'-phosphate synthase
GCA_001683595_01447	CDS	recO		DNA repair protein RecO
GCA_001683595_01448	CDS	era		GTPase Era
GCA_001683595_01449	CDS	rnc	3.1.26.3	Ribonuclease 3
GCA_001683595_01450	CDS	lepB	3.4.21.89	Signal peptidase I
GCA_001683595_01451	CDS	lepA	3.6.5.-	Elongation factor 4
GCA_001683595_01452	CDS			hypothetical protein
GCA_001683595_01453	CDS	rseB		Sigma-E factor regulatory protein RseB
GCA_001683595_01454	CDS	rseA		Anti-sigma-E factor RseA
GCA_001683595_01455	CDS	rpoE		ECF RNA polymerase sigma-E factor
GCA_001683595_01456	CDS	nadB	1.4.3.16	L-aspartate oxidase
GCA_001683595_01457	CDS	yfiC	2.1.1.223	tRNA1(Val) (adenine(37)-N6)-methyltransferase
GCA_001683595_01458	CDS	srmB_1	3.6.4.13	ATP-dependent RNA helicase SrmB
GCA_001683595_01459	CDS	cmpR_1		HTH-type transcriptional activator CmpR
GCA_001683595_01460	CDS	eamB		Cysteine/O-acetylserine efflux protein
GCA_001683595_01461	CDS	grcA		Autonomous glycyl radical cofactor
GCA_001683595_01462	CDS	ung	3.2.2.27	Uracil-DNA glycosylase
GCA_001683595_01463	CDS	rlmB_1	2.1.1.185	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
GCA_001683595_01464	CDS	trxC	1.8.1.8	Thioredoxin 2
GCA_001683595_01465	CDS			hypothetical protein
GCA_001683595_01466	CDS		2.3.1.-	Acetyltransferase Pat
GCA_001683595_01467	CDS	pssA	2.7.8.8	CDP-diacylglycerol--serine O-phosphatidyltransferase
GCA_001683595_01468	CDS			hypothetical protein
GCA_001683595_01469	CDS	kgtP_1		Alpha-ketoglutarate permease
GCA_001683595_01470	CDS			hypothetical protein
GCA_001683595_01471	CDS			hypothetical protein
GCA_001683595_01472	CDS			hypothetical protein
GCA_001683595_01473	CDS			hypothetical protein
GCA_001683595_01474	CDS			hypothetical protein
GCA_001683595_01475	CDS			hypothetical protein
GCA_001683595_01476	CDS			hypothetical protein
GCA_001683595_01477	CDS	apxIB		Toxin RTX-I translocation ATP-binding protein
GCA_001683595_01478	CDS	prsE		Type I secretion system membrane fusion protein PrsE
GCA_001683595_01479	CDS			hypothetical protein
GCA_001683595_01480	CDS			hypothetical protein
GCA_001683595_01481	CDS			hypothetical protein
GCA_001683595_01482	CDS	yeeR		Inner membrane protein YeeR
GCA_001683595_01483	CDS	flu_1		Antigen 43
GCA_001683595_01484	CDS	vgrG1_2	6.3.2.-	Actin cross-linking toxin VgrG1
GCA_001683595_01485	CDS			hypothetical protein
GCA_001683595_01486	CDS			hypothetical protein
GCA_001683595_01487	CDS			hypothetical protein
GCA_001683595_01488	CDS			hypothetical protein
GCA_001683595_01489	CDS			hypothetical protein
GCA_001683595_01490	CDS			hypothetical protein
GCA_001683595_01491	CDS			hypothetical protein
GCA_001683595_01492	CDS			putative HTH-type transcriptional regulator
GCA_001683595_01493	CDS			hypothetical protein
GCA_001683595_01494	CDS			hypothetical protein
GCA_001683595_01495	CDS			hypothetical protein
GCA_001683595_01496	CDS			hypothetical protein
GCA_001683595_01497	CDS			hypothetical protein
GCA_001683595_01498	tRNA			tRNA-Thr(ggt)
GCA_001683595_01499	tRNA			tRNA-Gly(tcc)
GCA_001683595_01500	tRNA			tRNA-Tyr(gta)
GCA_001683595_01501	tRNA			tRNA-Thr(tgt)
GCA_001683595_01502	CDS	coaA_1	2.7.1.33	Pantothenate kinase
GCA_001683595_01503	CDS	birA	6.3.4.15	Bifunctional ligase/repressor BirA
GCA_001683595_01504	CDS	murB	1.3.1.98	UDP-N-acetylenolpyruvoylglucosamine reductase
GCA_001683595_01505	CDS			hypothetical protein
GCA_001683595_01506	CDS	flu_2		Antigen 43
GCA_001683595_01507	CDS			hypothetical protein
GCA_001683595_01508	CDS			hypothetical protein
GCA_001683595_01509	CDS	zot		Zona occludens toxin
GCA_001683595_01510	CDS			hypothetical protein
GCA_001683595_01511	CDS	vgrG1_3	6.3.2.-	Actin cross-linking toxin VgrG1
GCA_001683595_01512	CDS			hypothetical protein
GCA_001683595_01513	CDS			hypothetical protein
GCA_001683595_01514	CDS			hypothetical protein
GCA_001683595_01515	CDS			hypothetical protein
GCA_001683595_01516	CDS			hypothetical protein
GCA_001683595_01517	CDS			hypothetical protein
GCA_001683595_01518	CDS			hypothetical protein
GCA_001683595_01519	CDS			hypothetical protein
GCA_001683595_01520	CDS			hypothetical protein
GCA_001683595_01521	CDS		3.5.1.111	2-oxoglutaramate amidase
GCA_001683595_01522	CDS	ivy		Inhibitor of vertebrate lysozyme
GCA_001683595_01523	CDS	fadE	1.3.99.-	Acyl-coenzyme A dehydrogenase
GCA_001683595_01524	CDS	gmhA	5.3.1.28	Phosphoheptose isomerase
GCA_001683595_01525	CDS	yafJ	2.4.2.-	Putative glutamine amidotransferase YafJ
GCA_001683595_01526	CDS			hypothetical protein
GCA_001683595_01527	CDS	mepH_2	3.4.-.-	Murein DD-endopeptidase MepH
GCA_001683595_01528	CDS	rayT		REP-associated tyrosine transposase
GCA_001683595_01529	CDS			hypothetical protein
GCA_001683595_01530	CDS	flhA_2		Flagellar biosynthesis protein FlhA
GCA_001683595_01531	CDS	flhB_2		Flagellar biosynthetic protein FlhB
GCA_001683595_01532	CDS			hypothetical protein
GCA_001683595_01533	CDS			hypothetical protein
GCA_001683595_01534	CDS	fliP_2		Flagellar biosynthetic protein FliP
GCA_001683595_01535	CDS	fliN_2		Flagellar motor switch protein FliN
GCA_001683595_01536	CDS			hypothetical protein
GCA_001683595_01537	CDS	vnfA		Nitrogen fixation protein VnfA
GCA_001683595_01538	CDS	fliE_2		Flagellar hook-basal body complex protein FliE
GCA_001683595_01539	CDS	fliF_2		Flagellar M-ring protein
GCA_001683595_01540	CDS	fliG_2		Flagellar motor switch protein FliG
GCA_001683595_01541	CDS			hypothetical protein
